original,modified,Value
movies,movie,1
prongs,prong,1
slices,slice,1
wishbones,wishbone,1
stockings,stocking,1
destroys,destroy,1
medias,media,1
earphones,earphone,1
positions,position,1
cameras,camera,1
ibacks,iback,1
soaps,soap,1
outfitters,outfitter,1
cardigans,cardigan,1
arrangements,arrangement,1
venus,venu,1
sweethearts,sweetheart,1
earrings,earring,1
silks,silk,1
elastics,elastic,1
hairbands,hairband,1
preservers,preserver,1
cotttons,cottton,1
protons,proton,1
ferrules,ferrule,1
shadows,shadow,1
palisades,palisade,1
openings,opening,1
silversmiths,silversmith,1
bricks,brick,1
parts,part,1
manicures,manicure,1
choices,choice,1
glasss,glass,1
emotions,emotion,1
avis,avi,1
meatballs,meatball,1
diapers,diaper,1
chills,chill,1
vases,vase,1
beddings,bedding,1
bedspreads,bedspread,1
apes,ape,1
cowboys,cowboy,1
sandals,sandal,1
bibes,bibe,1
viridis,viridi,1
kurtis,kurti,1
jhumkis,jhumki,1
papas,papa,1
returns,return,1
pebbles,pebble,1
decks,deck,1
jiggers,jigger,1
overseas,oversea,1
zombies,zombie,1
amps,amp,1
agarwals,agarwal,1
decisions,decision,1
iphones,iphone,1
fingerprints,fingerprint,1
lotus,lotu,1
gurus,guru,1
geometrics,geometric,1
crabs,crab,1
novels,novel,1
lockers,locker,1
shoes,shoe,1
outlets,outlet,1
anklets,anklet,1
ladders,ladder,1
poses,pose,1
deposits,deposit,1
edwards,edward,1
dslrs,dslr,1
sheets,sheet,1
tacos,taco,1
rebels,rebel,1
mouths,mouth,1
ovens,oven,1
moris,mori,1
neosports,neosport,1
polos,polo,1
twirls,twirl,1
pockets,pocket,1
radicals,radical,1
idlys,idly,1
workers,worker,1
burqas,burqa,1
labels,label,1
brackets,bracket,1
polkis,polki,1
razors,razor,1
somebodys,somebody,1
stilettos,stiletto,1
indiatrendzs,indiatrendz,1
samsons,samson,1
tones,tone,1
kunis,kuni,1
troopers,trooper,1
stands,stand,1
ceremics,ceremic,1
coverlets,coverlet,1
enhances,enhance,1
professionals,professional,1
croptops,croptop,1
aprons,apron,1
canes,cane,1
creations,creation,1
nilas,nila,1
marseilles,marseille,1
reds,red,1
babys,baby,1
wars,war,1
cisterns,cistern,1
xpms,xpm,1
usbs,usb,1
idlis,idli,1
concerts,concert,1
pringles,pringle,1
coverups,coverup,1
temps,temp,1
stylers,styler,1
reffles,reffle,1
duas,dua,1
purposes,purpose,1
pads,pad,1
robinsons,robinson,1
totes,tote,1
crows,crow,1
charless,charles,3
horses,horse,1
rfcs,rfc,1
somethings,something,1
bowknots,bowknot,1
coins,coin,1
pulltaps,pulltap,1
queens,queen,1
grasslands,grassland,1
ceilings,ceiling,1
natures,nature,1
bths,bth,1
ogts,ogt,1
news,new,1
wafers,wafer,1
roads,road,1
illusions,illusion,1
combos,combo,1
clocks,clock,1
tends,tend,1
saves,save,1
credits,credit,1
insoles,insole,1
planters,planter,1
hooks,hook,1
cuties,cutie,1
blueprints,blueprint,1
trimmers,trimmer,1
standards,standard,1
conflicts,conflict,1
controllers,controller,1
handicrafts,handicraft,1
flags,flag,1
waves,wave,1
fails,fail,1
chowkis,chowki,1
rakshitas,rakshita,1
hummingbirds,hummingbird,1
manifestos,manifesto,1
tracklements,tracklement,1
bellis,belli,1
lets,let,1
mans,man,1
smoothers,smoother,1
fittings,fitting,1
pillows,pillow,1
cles,cle,1
darlings,darling,1
mens,man,3
magnets,magnet,1
choppers,chopper,1
curlers,curler,1
grills,grill,1
kernels,kernel,1
bronzers,bronzer,1
boomers,boomer,1
arrivals,arrival,1
rectangles,rectangle,1
casuals,casual,1
carnations,carnation,1
hackers,hacker,1
protects,protect,1
tunics,tunic,1
cots,cot,1
trails,trail,1
memoirs,memoir,1
crosses,crosse,1
jumps,jump,1
hands,hand,1
languages,language,1
sanders,sander,1
rows,row,1
orbs,orb,1
blackouts,blackout,1
teds,ted,1
lenses,lens,3
carts,cart,1
shades,shade,1
blanks,blank,1
rakhis,rakhi,1
pistachios,pistachio,1
rods,rod,1
articles,article,1
trades,trade,1
macbooks,macbook,1
panels,panel,1
aesops,aesop,1
actions,action,1
vattis,vatti,1
ballers,baller,1
wens,wen,1
wirelesss,wireless,1
nakshatras,nakshatra,1
switchables,switchable,1
lofers,lofer,1
seatings,seating,1
weeks,week,1
earphones,earphone,1
crus,cru,1
firsts,first,1
pots,pot,1
walnuts,walnut,1
equipments,equipment,1
exams,exam,1
hemlines,hemline,1
vitamins,vitamin,1
tiles,tile,1
coolers,cooler,1
targaryens,targaryen,1
values,value,1
mufflers,muffler,1
sidekicks,sidekick,1
gentlemans,gentleman,1
angels,angel,1
phantoms,phantom,1
corrects,correct,1
sicks,sick,1
isis,isi,1
looms,loom,1
bhajans,bhajan,1
panels,panel,1
toothpastes,toothpaste,1
swaddles,swaddle,1
decoratices,decoratice,1
rnds,rnd,1
applications,application,1
pitchers,pitcher,1
inners,inner,1
bottels,bottel,1
places,place,1
thoughts,thought,1
ingots,ingot,1
veritas,verita,1
festivals,festival,1
views,view,1
djembes,djembe,1
tranformers,tranformer,1
sonus,sonu,1
sconces,sconce,1
balloons,balloon,1
directors,director,1
fridges,fridge,1
outfits,outfit,1
rubs,rub,1
quads,quad,1
churidaars,churidaar,1
hours,hour,1
lyons,lyon,1
jhoomars,jhoomar,1
grillers,griller,1
lohis,lohi,1
sounds,sound,1
destinations,destination,1
flops,flop,1
toys,toy,1
mudhas,mudha,1
rabbits,rabbit,1
britneys,britney,1
sweeps,sweep,1
sunflowers,sunflower,1
sbls,sbl,1
hues,hue,1
dustbins,dustbin,1
learners,learner,1
cares,care,1
dips,dip,1
cats,cat,1
stabilizers,stabilizer,1
brights,bright,1
designs,design,1
leggings,legging,1
anarkalis,anarkali,1
fringes,fringe,1
catchers,catcher,1
figures,figure,1
paintings,painting,1
paints,paint,1
pieces,piece,1
pieces,piece,1
dhandistributors,dhandistributor,1
stripers,striper,1
guarantees,guarantee,1
xenos,xeno,1
superkids,superkid,1
pictures,picture,1
boats,boat,1
thes,the,1
minus,minu,1
snadals,snadal,1
mobilephones,mobilephone,1
burgers,burger,1
advisors,advisor,1
ideals,ideal,1
bags,bag,1
casablancas,casablanca,1
ceramics,ceramic,1
pets,pet,1
bais,bai,1
singers,singer,1
hides,hide,1
dupttas,duptta,1
locations,location,1
elfs,elf,1
organics,organic,1
rabbits,rabbit,1
ghosts,ghost,1
benzos,benzo,1
towers,tower,1
indiweaves,indiweave,1
keyboards,keyboard,1
perfects,perfect,1
almas,alma,1
terminals,terminal,1
komforts,komfort,1
knows,know,1
directioners,directioner,1
ridges,ridge,1
redmis,redmi,1
vastras,vastra,1
evenings,evening,1
moses,mose,1
smoothers,smoother,1
performances,performance,1
tassels,tassel,1
ights,ight,1
cartridges,cartridge,1
daddys,daddy,1
brahmas,brahma,1
eggs,egg,1
soaps,soap,1
packs,pack,1
prirates,prirate,1
issues,issue,1
groups,group,1
sources,source,1
rays,ray,1
clears,clear,1
fans,fan,1
shooters,shooter,1
handlers,handler,1
trends,trend,1
dressings,dressing,1
bats,bat,1
trims,trim,1
philips,philip,1
appliques,applique,1
tinks,tink,1
hairpins,hairpin,1
mats,mat,1
pokeballs,pokeball,1
pleats,pleat,1
vegans,vegan,1
gowns,gown,1
quartzs,quart,1
potts,pott,1
guards,guard,1
micromas,microma,1
tiaras,tiara,1
whirls,whirl,1
bluebells,bluebell,1
dares,dare,1
lungies,lungie,1
tricons,tricon,1
girls,girl,1
aquas,aqua,1
points,point,1
zones,zone,1
bells,bell,1
captions,caption,1
motherboards,motherboard,1
jalapenos,jalapeno,1
times,time,1
poodles,poodle,1
pumpkins,pumpkin,1
gardeners,gardener,1
adoniss,adonis,1
turs,tur,1
johns,john,1
swings,swing,1
scopes,scope,1
knives,knive,1
sleevs,sleev,1
bars,bar,1
bellies,bellie,1
cartridges,cartridge,1
littles,little,1
sleevees,sleevee,1
lifters,lifter,1
vessels,vessel,1
plans,plan,1
predators,predator,1
shrimps,shrimp,1
handbags,handbag,1
pliers,plier,1
raks,rak,1
degrees,degree,1
writings,writing,1
templates,template,1
lowers,lower,1
ducklings,duckling,1
fabriks,fabrik,1
gherkins,gherkin,1
portals,portal,1
mothers,mother,1
knees,knee,1
zucchinis,zucchini,1
gallons,gallon,1
colors,color,1
fshions,fshion,1
skewers,skewer,1
pages,page,1
itachis,itachi,1
hoodies,hoody,3
signals,signal,1
jumpsuits,jumpsuit,1
khas,kha,1
headphones,headphone,1
quilts,quilt,1
soils,soil,1
cucumbers,cucumber,1
agitronics,agitronic,1
roots,root,1
hardwares,hardware,1
optics,optic,1
oils,oil,1
liters,liter,1
tacs,tac,1
loafers,loafer,1
capers,caper,1
tadpoles,tadpole,1
stics,stic,1
mistakes,mistake,1
sunbeams,sunbeam,1
weighs,weigh,1
cupboards,cupboard,1
legends,legend,1
skyscapes,skyscape,1
decorations,decoration,1
mobiles,mobile,1
restaurants,restaurant,1
banes,bane,1
adhesives,adhesive,1
feelings,feeling,1
mills,mill,1
jainas,jaina,1
strains,strain,1
housecoats,housecoat,1
leafs,leaf,1
treats,treat,1
margaritas,margarita,1
netherlands,netherland,1
ropes,rope,1
sinkings,sinking,1
clubs,club,1
everyones,everyone,1
cutters,cutter,1
peplums,peplum,1
sheds,shed,1
sees,see,1
pendants,pendant,1
journals,journal,1
liss,lis,1
nymphs,nymph,1
stevens,steven,1
stylis,styli,1
kills,kill,1
dinos,dino,1
modes,mode,1
unites,unite,1
saxophones,saxophone,1
terros,terro,1
includes,include,1
sores,sore,1
enthusiasts,enthusiast,1
monitors,monitor,1
tigers,tiger,1
contas,conta,1
airplanes,airplane,1
ipads,ipad,1
muscles,muscle,1
murtis,murti,1
acents,acent,1
smtabs,smtab,1
genoveses,genovese,1
plays,play,1
dwarfs,dwarf,1
parts,part,1
alts,alt,1
mondays,monday,1
goggles,goggle,1
hangers,hanger,1
wings,wing,1
trousers,trouser,1
hooks,hook,1
weddings,wedding,1
celebrates,celebrate,1
raclettes,raclette,1
suitings,suiting,1
prayers,prayer,1
danglers,dangler,1
details,detail,1
pumpsets,pumpset,1
soothes,soothe,1
playmates,playmate,1
thinks,think,1
increases,increase,1
bikes,bike,1
slides,slide,1
coordinates,coordinate,1
sweatshirts,sweatshirt,1
gunners,gunner,1
sports,sport,1
bandhanwars,bandhanwar,1
stops,stop,1
balls,ball,1
commandos,commando,1
scanners,scanner,1
khurpas,khurpa,1
olympics,olympic,1
kits,kit,1
shinguards,shinguard,1
millions,million,1
groundnuts,groundnut,1
crations,cration,1
wraps,wrap,1
strips,strip,1
puris,puri,1
blessings,blessing,1
bites,bite,1
spouts,spout,1
theaters,theater,1
films,film,1
logos,logo,1
charmis,charmi,1
eyeballs,eyeball,1
tells,tell,1
droplets,droplet,1
polishers,polisher,1
decals,decal,1
catridges,catridge,1
trus,tru,1
peppercorns,peppercorn,1
pluss,plus,1
pluss,plus,1
skechers,skecher,1
objects,object,1
apparels,apparel,1
slims,slim,1
algorithms,algorithm,1
answers,answer,1
trouses,trouse,1
sockets,socket,1
blazers,blazer,1
fashions,fashion,1
plates,plate,1
fashionistas,fashionista,1
superheros,superhero,1
aarnas,aarna,1
alices,alice,1
tureens,tureen,1
miss,mis,1
canoes,canoe,1
stewpots,stewpot,1
fruits,fruit,1
jerrys,jerry,1
slabs,slab,1
portfolios,portfolio,1
atoms,atom,1
steppes,step,3
groots,groot,1
sprayers,sprayer,1
constructions,construction,1
thumbs,thumb,1
ears,ear,1
pilots,pilot,1
spatulas,spatula,1
wrists,wrist,1
kinds,kind,1
shorts,short,1
nocturnals,nocturnal,1
overgrips,overgrip,1
mills,mill,1
horns,horn,1
vivos,vivo,1
jackets,jacket,1
paris,pari,1
jacobs,jacob,1
stormtroopers,stormtrooper,1
palmtops,palmtop,1
stations,station,1
nemis,nemi,1
strands,strand,1
doses,dose,1
labs,lab,1
flowers,flower,1
juttis,jutti,1
containers,container,1
rapids,rapid,1
booties,booty,3
binoculars,binocular,1
fancys,fancy,1
sachets,sachet,1
foundations,foundation,1
satues,satue,1
videographers,videographer,1
briefs,brief,1
curves,curve,1
nets,net,1
crocs,croc,1
tops,top,1
audits,audit,1
blackberrys,blackberry,1
clans,clan,1
capris,capri,1
emperors,emperor,1
optics,optic,1
intimates,intimate,1
scalps,scalp,1
squirrels,squirrel,1
triplets,triplet,1
routels,routel,1
litters,litter,1
xpos,xpo,1
childrens,children,1
duchess,duches,1
petstages,petstage,1
souvenirs,souvenir,1
musicals,musical,1
cloths,cloth,1
dandelions,dandelion,1
bankers,banker,1
knits,knit,1
teks,tek,1
therapeutics,therapeutic,1
coasters,coaster,1
poohs,pooh,1
metres,metre,1
loafers,loafer,1
aids,aid,1
backgrounds,background,1
stools,stool,1
triangles,triangle,1
djas,dja,1
asks,ask,1
licenses,license,1
tutorials,tutorial,1
boots,boot,1
braves,brave,1
cans,can,1
granites,granite,1
hydraulics,hydraulic,1
hanes,hane,1
cosmos,cosmo,1
concepts,concept,1
decores,decore,1
blondes,blonde,1
notes,note,1
roses,rose,1
cures,cure,1
toris,tori,1
royals,royal,1
powerocks,powerock,1
whistles,whistle,1
wings,wing,1
fins,fin,1
winters,winter,1
mechanics,mechanic,1
slaves,slave,1
shelves,shelve,1
lens,len,1
lens,len,1
balis,bali,1
chubbsafes,chubbsafe,1
litres,litre,1
hands,hand,1
nilgiris,nilgiri,1
parfums,perfume,3
acts,act,1
mids,mid,1
seconds,second,1
woods,wood,1
mellows,mellow,1
jars,jar,1
moccasins,moccasin,1
stains,stain,1
spirits,spirit,1
friends,friend,1
homewares,homeware,1
barks,bark,1
paris,pari,1
mounts,mount,1
nukkads,nukkad,1
gerberas,gerbera,1
servings,serving,1
freshmates,freshmate,1
checkers,checker,1
asteroids,asteroid,1
rcas,rca,1
tiles,tile,1
sites,site,1
materials,material,1
walkers,walker,1
athletics,athletic,1
grms,grm,1
lusters,luster,1
bikinis,bikini,1
spanners,spanner,1
floors,floor,1
nuvis,nuvi,1
villagers,villager,1
headphones,headphone,1
services,service,1
ridas,rida,1
fabrications,fabrication,1
deziress,dezire,3
ways,way,1
comforterss,comforter,3
optimals,optimal,1
lyrics,lyric,1
pajamas,pajama,1
processions,procession,1
reveals,reveal,1
arches,arche,1
resorts,resort,1
dryers,dryer,1
abstracts,abstract,1
bellarinas,bellarina,1
neighbourhoods,neighbourhood,1
protectors,protector,1
denims,denim,1
moss,mos,1
outhouses,outhouse,1
peices,peice,1
makes,make,1
lowers,lower,1
arcs,arc,1
reports,report,1
books,book,1
sprinkles,sprinkle,1
antidotes,antidote,1
brids,brid,1
rashis,rashi,1
shredders,shredder,1
mfts,mft,1
reefs,reef,1
sockets,socket,1
sails,sail,1
ruggeds,rugged,1
basins,basin,1
footwears,footwear,1
neighbors,neighbor,1
fragments,fragment,1
pickles,pickle,1
crystals,crystal,1
petticoats,petticoat,1
asuras,asura,1
wrappers,wrapper,1
chronos,chrono,1
mints,mint,1
trebles,treble,1
secrets,secret,1
leas,lea,1
babas,baba,1
lenss,lens,1
boos,boo,1
fonts,font,1
dehumidifiers,dehumidifier,1
gates,gate,1
records,record,1
turns,turn,1
clocks,clock,1
treats,treat,1
powerbooks,powerbook,1
trans,tran,1
raas,raa,1
cubs,cub,1
chains,chain,1
mtrs,mtr,1
hammers,hammer,1
fathers,father,1
guts,gut,1
leggies,leggy,3
shls,shl,1
domes,dome,1
twinklers,twinkler,1
sports,sport,1
props,prop,1
laptops,laptop,1
sequins,sequin,1
mealworms,mealworm,1
gives,give,1
jeggings,jegging,1
roasters,roaster,1
diffusers,diffuser,1
brushes,brushe,1
fools,fool,1
bongs,bong,1
absorbers,absorber,1
barbecues,barbecue,1
goods,good,1
handsets,handset,1
ours,our,1
roberts,robert,1
foris,fori,1
gadgets,gadget,1
merus,meru,1
samsungs,samsung,1
samsungs,samsung,1
platforms,platform,1
ramekins,ramekin,1
dyes,dye,1
boobies,booby,3
stakes,stake,1
nothings,nothing,1
studs,stud,1
changes,change,1
pores,pore,1
robes,robe,1
tumblers,tumbler,1
rockers,rocker,1
lass,las,1
drawcords,drawcord,1
links,link,1
shapes,shape,1
sprouts,sprout,1
iiis,iii,1
neighbours,neighbour,1
finds,find,1
triples,triple,1
tweezers,tweezer,1
eyelits,eyelit,1
chillers,chiller,1
plutos,pluto,1
readers,reader,1
dlines,dline,1
relations,relation,1
oranges,orange,1
graves,grave,1
elis,eli,1
bindas,binda,1
games,game,1
beakers,beaker,1
chips,chip,1
stainless,stainless,3
beats,beat,1
frypans,frypan,1
zesters,zester,1
brazos,brazo,1
basiks,basik,1
intensives,intensive,1
casuals,casual,1
hints,hint,1
heights,height,1
spurs,spur,1
redds,redd,1
meets,meet,1
texans,texan,1
tripods,tripod,1
heels,heel,1
ratios,ratio,1
glassess,glasses,1
lockers,locker,1
hans,han,1
envelopes,envelope,1
situations,situation,1
costumes,costume,1
glus,glu,1
locks,lock,1
bloomers,bloomer,1
moustaches,moustache,1
suryanis,suryani,1
sqaures,sqaure,1
kangaroos,kangaroo,1
purses,purse,1
artworks,artwork,1
garters,garter,1
puffs,puff,1
spices,spice,1
religions,religion,1
websites,website,1
princess,princes,1
sucks,suck,1
squeaks,squeak,1
droppings,dropping,1
maroons,maroon,1
urinals,urinal,1
desires,desire,1
lattes,latte,1
gifts,gift,1
shiners,shiner,1
bachelors,bachelor,1
vermas,verma,1
soldiers,soldier,1
prefolds,prefold,1
spectacles,spectacle,1
kindles,kindle,1
bows,bow,1
enzymes,enzyme,1
printheads,printhead,1
wraps,wrap,1
rattles,rattle,1
stairs,stair,1
deacons,deacon,1
knees,knee,1
jaws,jaw,1
adapters,adapter,1
streets,street,1
lices,lice,1
ques,que,1
charges,charge,1
picks,pick,1
talks,talk,1
failures,failure,1
squirts,squirt,1
cares,care,1
polkadots,polkadot,1
glass,glas,1
tweeters,tweeter,1
ballons,ballon,1
smurfs,smurf,1
redds,redd,1
bidets,bidet,1
pieces,piece,1
ties,tie,1
miscellaneous,miscellaneous,3
muzzles,muzzle,1
rivets,rivet,1
ergonomics,ergonomic,1
chimes,chime,1
wristlets,wristlet,1
graphics,graphic,1
challenges,challenge,1
access,acces,1
cosmetics,cosmetic,1
solis,soli,1
hits,hit,1
pauses,pause,1
spots,spot,1
triceps,tricep,1
calls,call,1
superheroes,superheroe,1
droppers,dropper,1
loss,loss,3
shreecrafts,shreecraft,1
trims,trim,1
strikers,striker,1
buenos,bueno,1
infants,infant,1
paintings,painting,1
proverbs,proverb,1
systems,system,1
homs,hom,1
traderss,traders,1
warmers,warmer,1
flotters,flotter,1
veins,vein,1
vampires,vampire,1
bhallas,bhalla,1
pleats,pleat,1
adaptors,adaptor,1
subwoofers,subwoofer,1
pills,pill,1
trios,trio,1
hdds,hdd,1
covers,cover,1
kiddies,kiddy,3
bulbs,bulb,1
formals,formal,1
wreaths,wreath,1
quotes,quote,1
tins,tin,1
obstacles,obstacle,1
seeds,seed,1
esses,esse,1
turkeys,turkey,1
senses,sense,1
flavors,flavor,1
angels,angel,1
mixers,mixer,1
chimps,chimp,1
subs,sub,1
floats,float,1
sadhus,sadhu,1
legguards,legguard,1
fiberglass,fiberglas,1
planks,plank,1
arihants,arihant,1
blossoms,blossom,1
scarves,scarve,1
wheels,wheel,1
plazos,plazo,1
duets,duet,1
womens,women,1
cats,cat,1
hamsters,hamster,1
fluids,fluid,1
brochures,brochure,1
loops,loop,1
yonkers,yonker,1
knots,knot,1
armaans,armaan,1
shakers,shaker,1
presidents,president,1
globes,globe,1
tongs,tong,1
chiars,chiar,1
essences,essence,1
shelves,shelve,1
feels,feel,1
nutrients,nutrient,1
bones,bone,1
phones,phone,1
rags,rag,1
flames,flame,1
flights,flight,1
tuscans,tuscan,1
cuts,cut,1
fills,fill,1
distances,distance,1
grats,grat,1
designs,design,1
latches,latche,1
miras,mira,1
sizzlers,sizzler,1
mars,mar,1
sons,son,1
figures,figure,1
tshirts,tshirt,1
jigs,jig,1
joss,jos,1
bellerinas,bellerina,1
caves,cave,1
pumps,pump,1
negligees,negligee,1
caterpillars,caterpillar,1
bees,bee,1
economics,economic,1
sauces,sauce,1
flipflops,flipflop,1
flares,flare,1
fists,fist,1
vedas,veda,1
mays,may,1
genes,gene,1
jens,jen,1
gamers,gamer,1
orders,order,1
lannisters,lannister,1
toms,tom,1
taps,tap,1
measurers,measurer,1
tips,tip,1
worms,worm,1
indianwears,indianwear,1
cleavers,cleaver,1
sudhas,sudha,1
keys,key,1
giggles,giggle,1
blus,blu,1
problems,problem,1
cleans,clean,1
wicks,wick,1
exports,export,1
measurements,measurement,1
wavess,wave,3
roses,rose,1
pupps,pupp,1
changers,changer,1
twists,twist,1
news,new,1
slippers,slipper,1
fumes,fume,1
cargos,cargo,1
dachshunds,dachshund,1
eliminates,eliminate,1
lightens,lighten,1
soothies,soothie,1
pins,pin,1
shoes,shoe,1
owhs,owh,1
plyboards,plyboard,1
tortoises,tortoise,1
evens,even,1
looks,look,1
blenders,blender,1
animals,animal,1
tess,tes,1
pleasures,pleasure,1
vignes,vigne,1
follows,follow,1
asics,asic,1
rupees,rupee,1
lets,let,1
cables,cable,1
microscopes,microscope,1
chappals,chappal,1
pluss,plus,1
cupboards,cupboard,1
gifs,gif,1
macarons,macaron,1
dreams,dream,1
straps,strap,1
nizams,nizam,1
maids,maid,1
bedrooms,bedroom,1
twists,twist,1
jamaicans,jamaican,1
interiors,interior,1
sides,side,1
chikans,chikan,1
scrabers,scraber,1
villians,villian,1
trotters,trotter,1
rises,rise,1
tshirts,tshirt,1
couplings,coupling,1
dohars,dohar,1
aeroplanes,aeroplane,1
tools,tool,1
cufflinks,cufflink,1
hdls,hdl,1
kimonos,kimono,1
connectors,connector,1
paltes,palte,1
handlooms,handloom,1
thrones,throne,1
swirls,swirl,1
leverss,levers,1
bibs,bib,1
equals,equal,1
doris,dori,1
kundans,kundan,1
blooms,bloom,1
teachers,teacher,1
genies,genie,1
poms,pom,1
sets,set,1
liquids,liquid,1
forts,fort,1
chains,chain,1
specials,special,1
sneakers,sneaker,1
nozzles,nozzle,1
padlocks,padlock,1
tents,tent,1
bails,bail,1
arms,arm,1
fillers,filler,1
tucks,tuck,1
plates,plate,1
womens,women,1
scissors,scissor,1
glands,gland,1
chargers,charger,1
wings,wing,1
preamps,preamp,1
emachines,emachine,1
pops,pop,1
cloths,cloth,1
hills,hill,1
cakes,cake,1
faces,face,1
jewellers,jeweller,1
chipmunks,chipmunk,1
caps,cap,1
mobis,mobi,1
raves,rave,1
streamers,streamer,1
robotics,robotic,1
applicators,applicator,1
swaddlers,swaddler,1
coupes,coupe,1
birds,bird,1
tops,top,1
tops,top,1
denims,denim,1
stickons,stickon,1
ones,one,1
wolverines,wolverine,1
crimes,crime,1
souks,souk,1
bengals,bengal,1
benefits,benefit,1
pixels,pixel,1
pineapples,pineapple,1
effects,effect,1
saucers,saucer,1
heels,heel,1
ninjas,ninja,1
northwoods,northwood,1
worriers,worrier,1
trendzs,trend,3
cubes,cube,1
pants,pant,1
motifs,motif,1
